ICAO24,Latitude,Longitude,Track,Altitude,Vitesse,Squawk,Radar_Feeder,Type_avion,Registration,Temps_UNIX,Depart,Arrivee,Num_IATA,On_ground,Vertical_Speed,Num_ICAO,Code_ICAO
C01759,75.4499,-111.9122,310,34000,470,0,F-SAT6,B77W,C-FIVW,1645826980,YYZ,ICN,AC7297,0,0,ACA7297,ACA
C05004,40.6916,-74.1653,206,0,107,7036,T-KEWR38,B38M,C-GEHV,1645826976,YVR,EWR,AC548,0,-128,ACA548,ACA
C05EDB,49.4907,-99.0995,271,33975,438,6564,F-KBIS3,BCS3,C-GJXY,1645826976,YUL,YVR,AC305,0,0,ACA305,ACA
C01E28,30.1447,-80.8917,172,34000,473,1076,F-KSSI1,A321,C-FLKX,1645826979,YUL,FLL,AC906,0,0,ACA906,ACA
C0501E,29.4418,-93.8285,143,39000,453,7044,F-KGLS2,B38M,C-GEIV,1645826977,YVR,CUN,AC932,0,0,ACA932,ACA
C01C02,43.562,-79.8357,68,2650,208,7032,F-CYYZ2,A320,C-FKPT,1645826978,YYJ,YYZ,AC1134,0,-128,ACA1134,ACA
C0583F,45.8861,-74.3097,140,10325,358,23,F-CYUL4,A333,C-GHKW,1645826978,YVR,YUL,AC308,0,-704,ACA308,ACA
C03064,24.3626,-107.4974,136,39000,462,7047,F-MMSD4,B38M,C-FSIL,1645826978,YVR,ZIH,AC934,0,0,ACA934,ACA
C05007,49.5312,-116.064,272,38000,430,577,F-KSFF3,B38M,C-GEHY,1645826977,YYZ,YVR,AC113,0,64,ACA113,ACA
C01040,68.8143,-89.6972,331,36000,460,0,T-F5M,B789,C-FGDZ,1645826976,YYZ,ICN,AC61,0,0,ACA061,ACA
C05EDD,30.8157,-66.8586,350,36000,421,2340,T-TXKF2,BCS3,C-GJYA,1645826975,PTP,YUL,AC949,0,0,ACA949,ACA
C06724,43.8695,-78.4381,73,36975,549,610,F-CYSH1,BCS3,C-GNBN,1645826978,DEN,YUL,AC1072,0,-64,ACA1072,ACA
C05EC7,47.7034,-53.7143,88,16325,424,2272,F-CYYT6,BCS3,C-GJXE,1645826978,YYZ,YYT,AC686,0,-1664,ACA686,ACA
C0671B,43.6862,-79.6464,47,0,31,1455,F-CYYZ2,BCS3,C-GNBE,1645826979,DEN,YYZ,AC1038,1,0,ACA1038,ACA
C02E92,34.3298,-95.382,219,29550,345,6354,F-KPRX1,E75S,C-FRQN,1645826979,YYZ,DFW,AC7611,0,-768,JZA7611,ACA
C02FD5,44.2083,-80.2398,137,14875,395,2134,F-CYXU1,B38M,C-FSCY,1645826977,YEG,YYZ,AC168,0,-1984,ACA168,ACA
C07B09,41.5647,-100.5999,236,37900,388,563,F-KEAR1,BCS3,C-GUPK,1645826978,YYZ,DEN,AC1039,0,-512,ACA1039,ACA
C0611F,33.2946,-79.65,219,40000,411,7013,F-KILM2,A333,C-GKUG,1645826977,YUL,FLL,AC902,0,0,ACA902,ACA
C05BD5,51.5987,-103.0451,285,34000,405,2221,F-CYQR3,A321,C-GIUE,1645826979,YYZ,YEG,AC169,0,64,ACA169,ACA
C010E4,49.3105,-94.0877,275,34000,428,1050,F-KPMB1,A320,C-FGKH,1645826978,YUL,YYC,AC325,0,64,ACA325,ACA
C02ECA,40.3065,71.0776,337,34000,481,572,F-UTTT4,B789,C-FRSR,1645826976,DEL,YYZ,AC43,0,-64,ACA43,ACA
C05056,48.8729,-89.1724,103,37000,511,1767,F-CYQT1,B38M,C-GEKZ,1645826978,YYC,YUL,AC326,0,0,ACA326,ACA
C058DD,35.8654,-80.5225,8,37000,520,6703,F-KRUQ2,B788,C-GHQY,1645826977,MBJ,YYZ,AC983,0,0,ACA983,ACA
C04FBB,49.47,-98.8367,93,39000,505,7045,F-KPMB1,A333,C-GEFA,1645826979,YVR,YUL,AC306,0,-64,ACA306,ACA
C05BCF,40.387,-91.7194,69,35000,587,3127,F-KSUS1,A321,C-GITY,1645826979,PHX,YYZ,AC1286,0,0,ACA1286,ACA
C06539,36.0526,-115.4713,110,12325,317,7022,F-KINS2,B38M,C-GMIQ,1645826978,YVR,LAS,AC1060,0,-1408,ACA1060,ACA
C0187A,43.0834,-81.3482,61,25325,539,2726,F-CYXU1,CRJ9,C-FJGZ,1645826977,IAH,YYZ,AC7718,0,-2624,JZA7718,ACA
C0332C,36.8062,-112.7863,156,33000,481,7033,F-KPRC5,B38M,C-FTJV,1645826978,YVR,PHX,AC1054,0,0,ACA1054,ACA
C00B98,33.6444,-84.4223,180,0,0,6004,F-KATL3,E75S,C-FEKD,1645826973,YYZ,ATL,AC7495,1,0,JZA7495,ACA
C05C7A,49.1979,-123.1885,174,0,8,3444,F-CYVR3,CRJ9,C-GJAN,1645826978,YXE,YVR,AC8503,1,0,JZA503,ACA
C01734,29.4423,-74.6827,346,30000,486,0,F-SAT7,B77W,C-FIUL,1645826976,PUJ,YYZ,AC1291,0,0,ACA1291,ACA
C02EB9,53.6018,-82.408,346,35000,450,0,T-F5M,B789,C-FRSA,1645826976,YYZ,NRT,AC7283,0,0,ACA7283,ACA
C04FF7,33.1037,-96.8698,50,37000,569,2665,F-KWDG1,B38M,C-GEHI,1645826978,PVR,YYZ,AC1094,0,0,ACA1094,ACA
C023AA,47.7265,-102.6196,101,37000,491,7050,F-KDIK2,B77L,C-FNND,1645826978,YVR,YYZ,AC184,0,0,ACA184,ACA
C066DD,50.749,-91.5321,103,34975,505,1346,F-CYAC1,BCS3,C-GMYU,1645826979,YEG,YUL,AC334,0,-64,ACA334,ACA
C0797B,34.6426,-72.3691,355,34000,438,5706,F-KMQI1,BCS3,C-GUAC,1645826976,PLS,YUL,AC1253,0,0,ACA1253,ACA
C043B7,39.9771,-106.2121,81,34975,519,3307,F-KHDN3,A320,C-FZQS,1645826979,SFO,YYZ,AC740,0,0,ACA740,ACA
C01754,31.3902,121.7286,162,1700,182,1077,T-F6M,B77W,C-FIVR,1645826979,ICN,PVG,AC7295,0,-64,ACA7295,ACA
C058BF,48.5339,-91.197,282,40000,441,547,F-KDLH1,B788,C-GHPU,1645826978,YYZ,YVR,AC115,0,0,ACA115,ACA
C051E6,29.8912,-83.0152,24,39000,509,6103,F-KTLH1,A333,C-GFAJ,1645826978,CUN,YUL,AC927,0,0,ACA927,ACA
C07966,43.6793,-79.6125,90,0,1,6311,F-CYYZ2,BCS3,C-GTZH,1645826904,YYZ,LGA,AC718,1,0,ACA718,ACA
C03001,27.6502,-96.2794,20,37000,495,3243,F-MMRX4,B38M,C-FSEQ,1645826979,MEX,YYZ,AC990,0,0,ACA990,ACA
C064D8,39.589,-119.7423,348,40000,427,2054,F-KMCC1,B38M,C-GMEX,1645826979,PSP,YVR,AC1047,0,0,ACA1047,ACA
C066F0,51.1061,-114.018,180,0,28,2102,F-CYYC3,BCS3,C-GMZN,1645826978,YYC,YVR,AC217,1,0,ACA217,ACA
C010F6,50.3472,-107.1099,107,33000,463,7075,F-CYYN2,A321,C-FGKZ,1645826978,YLW,YYZ,AC1130,0,0,ACA1130,ACA
C038AC,27.882,47.6058,289,34000,390,514,F-OKBK6,B789,C-FVLZ,1645826977,DXB,YYZ,AC57,0,-64,ACA57,ACA
C07971,45.4593,-73.7495,180,0,0,6535,T-CYUL66,BCS3,C-GTZS,1645826947,YUL,YYZ,AC421,1,0,ACA421,ACA
C038AA,48.7482,-100.2518,112,40975,519,1723,F-CYBR2,B789,C-FVLX,1645826976,YYC,YYZ,AC140,0,0,ACA140,ACA
C03068,44.5951,-122.2238,359,40000,431,3646,F-KCVO1,B38M,C-FSIP,1645826976,SFO,YVR,AC575,0,0,ACA575,ACA
C055F7,49.1939,-123.1855,98,0,9,5354,F-CYVR3,DH8D,C-GGOK,1645826978,YXT,YVR,AC8440,1,0,JZA440,ACA
C05EA2,47.6321,-87.5934,297,32000,423,6326,F-KCMX1,A320,C-GJVT,1645826979,YYZ,YXE,AC1133,0,0,ACA1133,ACA
C05DD8,45.1369,-112.4743,304,37975,457,6545,F-KPIH1,CRJ9,C-GJNZ,1645826976,DEN,YVR,AC8713,0,0,JZA713,ACA
C05EAC,36.962,-80.3195,6,37000,476,3276,F-KTYS1,A321,C-GJWD,1645826978,MCO,YYZ,AC1087,0,64,ACA1087,ACA
C02ED9,36.3813,-108.7825,68,36975,581,6730,F-KBDG2,B789,C-FRTG,1645826976,LAX,YYZ,AC792,0,64,ACA792,ACA
C02FED,38.8147,-121.5684,358,36025,406,1011,F-KRNO3,B38M,C-FSDW,1645826977,LAX,YVR,AC555,0,0,ACA555,ACA
C0103A,34.9227,71.6554,7,34000,494,6732,F-OPMS1,B789,C-FGDT,1645826977,DEL,YUL,AC51,0,0,ACA51,ACA
C035BF,43.6484,-79.7015,46,1025,127,2251,F-CYYZ4,E75S,C-FUJE,1645826978,PHL,YYZ,AC7533,0,-768,JZA7533,ACA
C05EE5,45.2916,-65.9887,280,34000,334,3672,F-KHUL2,BCS3,C-GJYI,1645826978,YHZ,YYZ,AC621,0,0,ACA621,ACA
C00E1F,46.4529,-84.3721,287,1575,146,5503,F-KANJ2,CRJ2,C-FFJA,1645826978,YYZ,YAM,AC8201,0,64,JZA201,ACA
C066FB,43.6814,-79.6173,171,0,0,575,F-CYYZ3,BCS3,C-GMZY,1645826977,YYZ,YUL,AC420,1,0,ACA420,ACA
C05840,45.471,-73.752,42,0,48,2205,F-CYUL4,A333,C-GHKX,1645826978,YYZ,YUL,AC418,1,0,ACA418,ACA
C01BDE,44.5697,-77.5479,240,32000,378,1025,F-KART1,A320,C-FKOJ,1645826978,YUL,YYZ,AC417,0,0,ACA417,ACA
C0197E,46.6273,-71.7965,79,6225,276,6347,F-CYRQ3,CRJ9,C-FJQZ,1645826978,YYZ,YQB,AC8224,0,-2048,JZA224,ACA
C05D08,43.0038,-78.855,309,24625,255,551,F-CYXU1,CRJ9,C-GJFZ,1645826977,RDU,YYZ,AC8837,0,-1024,JZA837,ACA
C01C52,51.6244,-129.263,302,37975,452,31,F-CZSW1,B789,C-FKSV,1645826978,YVR,NRT,AC3,0,0,ACA003,ACA
C058C2,15.4386,-83.0905,7,38000,495,4621,F-SKSP2,B788,C-GHPX,1645826978,SJO,YUL,AC1096,0,-64,ACA1096,ACA
C030FD,27.2234,-76.7805,320,37000,414,7126,F-MYNN4,B38M,C-FSOI,1645826976,PLS,YYZ,AC1251,0,0,ACA1251,ACA
C030EB,45.9071,-121.8436,168,35000,465,7023,F-KHIO3,B38M,C-FSNQ,1645826977,YVR,LAX,AC554,0,0,ACA554,ACA
C042EF,43.6776,-79.6203,135,0,20,4134,F-CYYZ2,CRJ2,C-FZJA,1645826927,DTW,YYZ,AC8820,1,0,JZA820,ACA
C023C9,49.2662,-117.4174,88,36975,505,2646,F-KCOE2,B789,C-FNOI,1645826977,YVR,YYZ,AC116,0,0,ACA116,ACA
C035D4,47.1053,-122.1961,166,33300,466,2677,F-K0S92,CRJ9,C-FUJZ,1645826977,YVR,SAN,AC8766,0,960,JZA766,ACA
C05030,46.0648,-123.3744,178,37000,477,2641,F-KAST1,B38M,C-GEJN,1645826976,YVR,SFO,AC574,0,0,ACA574,ACA
C055EC,47.1094,-80.8831,343,24000,317,4737,F-CYXR2,DH8D,C-GGNZ,1645826978,YYZ,YTS,AC8433,0,0,JZA433,ACA
C010EA,27.9765,-77.5644,337,33825,434,1136,F-MYGF2,A321,C-FGKN,1645826977,NAS,YYZ,AC941,0,256,ACA941,ACA
C0550C,54.149,-112.5753,13,25000,302,4252,F-CYOD2,DH8D,C-GGFJ,1645826978,YYC,YMM,AC8424,0,64,JZA424,ACA
C06123,47.516,-122.3173,181,1075,149,2662,F-KPAE5,DH8D,C-GKUK,1645826977,YVR,SEA,AC8804,0,-896,JZA804,ACA
C058D5,16.4454,-64.5,321,40000,468,3601,F-TNCM1,B788,C-GHQQ,1645826978,BGI,YYZ,AC967,0,-64,ACA967,ACA
C05EA6,45.6413,-82.862,308,32000,395,521,F-KMBS3,A321,C-GJVX,1645826976,YYZ,YYC,AC147,0,0,ACA147,ACA
C05BCB,39.8822,-80.1299,189,34000,386,515,F-KCMH1,A321,C-GITU,1645826976,YYZ,MIA,AC1082,0,0,ACA1082,ACA
C06081,49.0871,-90.8812,109,33000,474,3404,F-CYQT1,A320,C-GKOE,1645826977,YWG,YYZ,AC268,0,-2304,ACA268,ACA
C05EF9,50.0809,-120.3823,91,15675,365,6414,F-CYCW1,DH8D,C-GJZC,1645826977,YVR,YLW,AC8274,0,-1792,JZA274,ACA
C01A52,46.1249,-66.0666,268,38000,363,3621,F-KBGR3,CRJ9,C-FJZD,1645826977,YQY,YUL,AC7949,0,0,JZA7949,ACA
C017ED,33.5526,-96.506,40,35000,509,4011,F-KMWL1,E75S,C-FJBO,1645826977,AUS,YYZ,AC7550,0,0,JZA7550,ACA
C038A3,50.8426,-125.1662,325,29500,472,7043,F-KBLI1,B789,C-FVLQ,1645826978,YVR,PEK,AC2201,0,2048,ACA2201,ACA
C0104F,44.1764,-77.5772,62,26075,564,2224,F-KROC4,B789,C-FGEO,1645826977,YYZ,YOW,AC458,0,1344,ACA458,ACA
C0850C,45.6062,-74.3073,271,11700,274,4276,F-KBTV1,DH8D,C-GYJZ,1645826976,YUL,YOW,QK7,0,0,JZA7,ACA
C055C6,49.8974,-125.1213,225,4400,190,60,F-CYBL2,DH8D,C-GGMN,1645826976,YVR,YQQ,AC8319,0,-1024,JZA319,ACA
C05D56,49.2087,-121.1225,83,30250,453,7012,F-CYYF1,CRJ9,C-GJIZ,1645826978,YVR,YXE,AC8504,0,1152,JZA504,ACA
C05D3C,49.0697,-121.384,87,28425,445,7015,F-KPAE5,CRJ9,C-GJHZ,1645826977,YVR,YWG,AC8538,0,1216,JZA538,ACA
C08268,51.3414,-114.6019,299,18300,238,5263,F-CYYC3,DH8D,C-GXJZ,1645826976,YYC,YQU,AC8405,0,1536,JZA405,ACA
C05F0E,51.4383,-57.6952,138,25000,400,4751,T-F5M,DH8D,C-GJZX,1645826970,YYR,YYT,AC989,0,0,JZA989,ACA
C02E91,41.1985,-74.5325,309,18750,284,1562,F-KJFK2,E75S,C-FRQM,1645826978,EWR,YYZ,AC7479,0,1600,JZA7479,ACA
C05BD2,44.4687,-80.983,312,22850,411,2233,F-CYYZ3,A321,C-GIUB,1645826978,YYZ,YYC,AC151,0,768,ACA151,ACA
C055C1,43.5659,-79.5469,235,7650,259,4775,F-CYPQ1,DH8D,C-GGMI,1645826977,YYZ,YXU,AC8259,0,128,JZA259,ACA
C055D2,48.6507,-123.4333,105,0,132,737,F-CYYJ1,DH8D,C-GGMZ,1645826976,YVR,YYJ,AC8157,0,-768,JZA157,ACA
C04FFF,50.8382,-113.835,188,19075,403,3357,F-CYYC3,B38M,C-GEHQ,1645826976,YYC,LAS,AC1064,0,1728,ACA1064,ACA
C054BD,53.2109,-129.0723,133,25000,346,5301,F-CYXT1,DH8D,C-GGCI,1645826976,YPR,YVR,QK88,0,0,JZA88,ACA
C05488,49.6556,-123.1718,13,15425,283,20,F-CYYJ1,DH8D,C-GGAH,1645826979,YVR,YXJ,AC8367,0,1600,JZA367,ACA
C0174F,43.7708,-79.0381,74,11550,389,2273,F-KIAG1,B77W,C-FIVM,1645826977,YYZ,FRA,AC842,0,2176,ACA842,ACA
C05F0F,49.1762,-123.3165,221,4450,198,7057,F-KPAE5,DH8D,C-GJZY,1645826977,YVR,PDX,AC8654,0,2816,JZA654,ACA
C051E4,43.6717,-79.6233,225,0,0,2262,T-CYTZ44,A333,C-GFAH,1645826970,YYZ,FLL,AC918,1,0,ACA918,ACA
C0307A,10.5995,-85.5336,334,0,0,4622,F-MRLB3,B38M,C-FSJH,1645826976,LIR,YUL,AC1249,1,0,ACA1249,ACA
C03330,40.6273,-74.2162,298,3450,211,2674,F-KFRG1,CRJ9,C-FTJZ,1645826979,EWR,YUL,AC7593,0,2624,JZA7593,ACA
C05C86,33.6801,-112.0882,46,13600,364,1556,F-KPHX3,CRJ9,C-GJAZ,1645826978,PHX,YYC,AC8623,0,2112,JZA623,ACA
C066F4,48.641,-123.4298,227,0,1,0,T-CYYJ6,BCS3,C-GMZR,1645826972,YYJ,YYZ,AC196,1,0,ACA196,ACA
C023B7,22.4113,-86.5406,12,29600,503,6122,F-MMUN3,B77W,C-FNNQ,1645826977,CUN,YYZ,AC931,0,1600,ACA931,ACA
C0160B,43.1324,-81.9272,72,21000,485,2572,F-CYOS1,CRJ2,C-FIJA,1645826978,YQG,YYZ,AC8362,0,0,JZA362,ACA
C067E7,39.0593,-77.5053,359,6750,254,7071,F-KIAD1,CRJ2,C-GNJA,1645826978,IAD,YUL,AC8724,0,4288,JZA724,ACA
C05512,49.1876,-123.186,279,0,140,5342,F-KBLI1,DH8D,C-GGFP,1645826978,YVR,YXS,AC8341,0,2560,JZA341,ACA
C030BB,51.1294,-113.9986,345,0,1,1330,T-CYYC152,B38M,C-FSLU,1645826975,YYC,OGG,AC587,1,0,ACA587,ACA
C02EE9,43.6784,-79.6134,81,0,2,574,F-CYYZ2,B789,C-FRTW,1645826953,YYZ,HNL,AC589,1,0,ACA589,ACA
C008D7,48.1821,-71.1986,181,12225,293,4247,F-CYRJ1,CRJ2,C-FDJA,1645826977,YBG,YUL,AC7913,0,2368,JZA7913,ACA
C0307C,13.736,-60.9503,236,0,0,0,F-TLPL1,B38M,C-FSJJ,1645826970,UVF,YYZ,AC1051,1,0,ACA1051,ACA
3C64F8,44.175,-101.89,204,40000,450,1337,F-KRCA2,A343,D-AIGX,1645826977,FRA,DEN,LH446,0,0,DLH446,DLH
3C6705,34.7146,-83.6685,205,20650,305,741,F-KMGE2,A359,D-AIXE,1645826978,FRA,ATL,LH1594,0,-1728,DLH1594,DLH
3C6708,49.3933,-78.3251,219,38000,456,725,F-CYEY1,A359,D-AIXH,1645826977,MUC,MEX,LH520,0,0,DLH520,DLH
3C670D,49.73,-67.5076,221,40000,422,707,F-CYME1,A359,D-AIXM,1645826978,MUC,YUL,LH474,0,64,DLH1EE,DLH
3C670E,55.172,-75.7123,217,40000,440,0,T-F5M,A359,D-AIXN,1645826972,MUC,ORD,,0,0,DLH2PX,DLH
3C6703,50.5224,-66.3123,222,40000,423,2425,F-CYXK1,A359,D-AIXC,1645826979,MUC,EWR,LH412,0,0,DLH412,DLH
3C670C,49.3271,-65.0039,219,40000,414,2426,F-CTK61,A359,D-AIXL,1645826978,MUC,BOS,LH424,0,0,DLH424,DLH
3C64F7,23.4972,66.3643,318,34000,410,101,F-OPKC3,A343,D-AIGW,1645826978,SIN,FRA,LH779,0,0,DLH779,DLH
3C64C3,61.368,-63.9378,251,38000,430,701,T-F5M,A343,D-AIFC,1645826970,FRA,ORD,LH1592,0,0,DLH1592,DLH
3C64ED,26.7747,64.9314,284,32000,384,6117,F-OPGD1,A343,D-AIGM,1645826978,BKK,FRA,LH773,0,0,DLH773,DLH
3C6710,8.947,15.3262,174,39000,489,616,F-FKKN2,A359,D-AIXP,1645826979,MUC,CPT,LH574,0,0,DLH574,DLH
3C4B21,58.4409,77.0954,116,35000,531,7646,F-UNSS1,B748,D-ABYA,1645826976,FRA,PEK,LH724,0,-64,DLH724,DLH
3C4B2A,53.5381,90.0403,299,34000,444,5020,F-UNAA1,B748,D-ABYJ,1645826978,PVG,FRA,LH729,0,-64,DLH729,DLH
3C4A8B,52.7944,92.1854,300,36000,434,3022,F-UNAA3,B744,D-ABTK,1645826979,PEK,FRA,LH721,0,-64,DLH721,DLH
3C64F5,42.6927,-69.7312,65,35000,575,1606,F-KHIE1,A343,D-AIGU,1645826976,JFK,FRA,LH401,0,0,DLH401,DLH
3C64A6,41.2364,-8.6723,78,0,1,127,F-LPPR6,A21N,D-AIEF,1645826978,FRA,OPO,LH1180,1,0,DLH98F,DLH
3C6498,59.4133,24.8083,270,0,19,3731,T-EETN75,A321,D-AIDX,1645826979,FRA,TLL,LH884,1,0,DLH884,DLH
3C666A,41.4654,-5.5736,241,33025,482,130,F-LEXJ2,A321,D-AISJ,1645826979,FRA,LIS,LH1172,0,0,DLH36J,DLH
3C64A1,40.338,-3.1166,243,6075,249,3704,F-LETO5,A21N,D-AIEA,1645826979,FRA,MAD,LH1120,0,-576,DLH86E,DLH
3C64AA,59.087,17.9233,17,11525,339,1731,F-ESOW6,A21N,D-AIEJ,1645826977,MUC,ARN,LH2420,0,-1536,DLH4HY,DLH
3C65CE,40.7429,-2.2774,278,19050,390,3705,F-LEZG3,A20N,D-AINN,1645826977,MUC,MAD,LH1804,0,-960,DLH29Y,DLH
3C66E6,44.5712,26.0852,354,0,15,1000,F-LROP1,A320,D-AIWF,1645826978,MUC,OTP,LH1654,1,0,DLH2KH,DLH
3C65DA,38.1038,23.4955,149,12600,401,6416,F-LGAT4,A20N,D-AINZ,1645826979,MUC,ATH,LH1756,0,-2688,DLH6MC,DLH
3C65D4,42.5392,-2.534,251,35000,442,613,F-LEDA1,A20N,D-AINT,1645826978,MUC,LIS,LH1780,0,0,DLH22P,DLH
3C65D7,57.8713,11.355,356,38050,370,6456,F-EKAH1,A20N,D-AINW,1645826977,MUC,OSL,LH2456,0,0,DLH7FT,DLH
3C6758,50.0732,19.8,168,0,5,1000,F-EPKK2,A320,D-AIZX,1645826979,FRA,KRK,LH1370,1,0,DLH8XN,DLH
3C675A,55.7818,12.1015,13,37025,376,3741,F-ENSN5,A320,D-AIZZ,1645826977,FRA,GOT,LH820,0,0,DLH8MU,DLH
3C648E,56.2037,15.0767,28,37000,408,3734,F-ESMT6,A321,D-AIDN,1645826978,FRA,ARN,LH808,0,0,DLH1JE,DLH
3C6447,51.7894,-0.1963,313,24450,395,6676,F-EGNS1,A319,D-AIBG,1645826978,MUC,BHX,LH2512,0,-3008,DLH1TC,DLH
3C65CC,51.4675,-0.4675,90,0,13,632,F-EGLL2,A20N,D-AINL,1645826979,FRA,LHR,LH922,1,0,DLH4UY,DLH
3C4DC7,54.0233,18.1858,62,8200,319,1000,F-EPGD1,CRJ9,D-ACNG,1645826979,FRA,GDN,LH1378,0,-960,DLH3KC,DLH
3C65CD,51.3681,3.3704,283,36000,415,6667,F-EGKK2,A20N,D-AINM,1645826978,MUC,LHR,LH2486,0,64,DLH2CN,DLH
3C4B28,42.3482,8.0135,203,33000,477,633,F-LFTH1,B748,D-ABYH,1645826978,FRA,JNB,LH572,0,-64,DLH572,DLH
3C5465,55.3276,9.4623,3,9775,260,3737,F-EDXW2,E190,D-AECE,1645826978,FRA,BLL,LH842,0,-1536,DLH5YX,DLH
3C66E9,50.0062,19.8233,81,6175,277,1000,F-EPKK7,A320,D-AIWI,1645826978,MUC,KRK,LH1624,0,-1024,DLH8RW,DLH
3C66AA,45.5669,17.3177,121,39000,498,7645,F-LJLJ3,A320,D-AIUJ,1645826977,FRA,BEY,LH1308,0,0,DLH1308,DLH
3C6741,50.8251,7.2092,316,700,114,4155,T-EDDK158,A320,D-AIZA,1645826978,MUC,CGN,LH1992,0,-640,DLH9YE,DLH
3C66B0,52.8022,-1.0377,303,20450,344,621,F-EGNX3,A320,D-AIUP,1645826979,FRA,MAN,LH948,0,-2240,DLH1VU,DLH
3C65C5,53.7922,15.2138,50,39025,444,3730,F-EPWR5,A20N,D-AINE,1645826979,FRA,HEL,LH854,0,0,DLH2MT,DLH
3C6449,51.4198,12.2099,106,0,14,1000,F-EDDP1,A319,D-AIBI,1645826978,FRA,LEJ,LH164,1,0,DLH8HV,DLH
3C4DD5,52.1317,7.6937,196,0,2,612,F-EDDG1,CRJ9,D-ACNU,1645826898,MUC,FMO,LH2142,1,0,DLH5RL,DLH
3C65C1,47.7746,14.6076,120,39000,486,7704,F-LJLJ4,A20N,D-AINA,1645826979,FRA,BEG,LH1410,0,0,DLH4TJ,DLH
3C64F9,47.9316,14.8197,108,33000,491,7644,F-LKPR8,A343,D-AIGY,1645826978,FRA,BKK,LH772,0,0,DLH772,DLH
3C4B2D,47.7403,-0.0866,234,31000,512,4113,F-LFRI1,B748,D-ABYM,1645826977,FRA,EZE,LH510,0,64,DLH510,DLH
3C666E,52.9188,13.498,48,37050,424,6433,F-EDDP2,A321,D-AISN,1645826979,FRA,LED,LH1436,0,0,DLH1436,DLH
3C64EF,44.7647,8.6907,179,31000,503,2507,F-LIPU3,A343,D-AIGO,1645826979,FRA,CPT,LH576,0,64,DLH576,DLH
3C65D6,46.4685,20.5324,112,36975,488,4356,F-LRCL2,A20N,D-AINV,1645826979,MUC,TBS,LH2558,0,0,DLH2558,DLH
3C4AD5,48.6327,2.1532,237,31000,514,133,F-LFBL2,B744,D-ABVU,1645826978,FRA,GIG,LH500,0,0,DLH500,DLH
3C6541,54.5606,9.357,357,37000,355,3735,F-EDHN1,A20N,D-AIJA,1645826976,FRA,OSL,LH864,0,0,DLH5TP,DLH
3C66E5,47.2965,19.4863,341,3250,206,1000,F-LHBP4,A320,D-AIWE,1645826978,MUC,BUD,LH1682,0,-640,DLH7KX,DLH
3C4B32,48.9521,3.0379,238,31000,525,4126,F-LFPB2,B748,D-ABYR,1645826977,FRA,GRU,LH506,0,0,DLH506,DLH
3C65C7,46.3641,5.973,226,17600,370,1000,F-LFHS1,A20N,D-AING,1645826979,FRA,LYS,LH1082,0,-1088,DLH53W,DLH
3C656B,29.2226,47.9735,334,0,17,3112,F-OKBK6,A333,D-AIKK,1645826979,DMM,KWI,LH625,1,0,DLH625,DLH
3C6583,50.581,6.2342,288,38025,395,617,F-EDLN1,A319,D-AILC,1645826979,MUC,MAN,LH2506,0,0,DLH7HC,DLH
3C4B34,-31.766,-53.4475,48,31000,561,3761,F-SBSM3,B748,D-ABYT,1645826976,EZE,FRA,LH511,0,-64,DLH511,DLH
3C6743,45.7737,15.3823,130,35000,476,4354,F-LJLJ5,A320,D-AIZC,1645826977,MUC,TLV,LH682,0,0,DLH682,DLH
3C658B,52.8217,10.5344,24,39025,412,3736,F-ESMS1,A319,D-AILK,1645826979,FRA,CPH,LH832,0,0,DLH3PN,DLH
3C6704,48.3345,11.6608,263,4450,204,4350,F-EDMO2,A359,D-AIXD,1645826979,MUC,DXB,LH638,0,2432,DLH638,DLH
3C64EE,20.7328,69.4165,310,28000,411,356,F-VASU1,A343,D-AIGN,1645826975,BOM,FRA,LH757,0,64,DLH757,DLH
3C64F0,42.4416,-70.9576,55,2975,225,3577,F-KBOS2,A343,D-AIGP,1645826977,BOS,FRA,LH423,0,1856,DLH423,DLH
3C670A,49.0914,-123.3308,124,7550,282,7026,F-CYVR2,A359,D-AIXJ,1645826978,YVR,FRA,LH493,0,2240,DLH493,DLH
3C4B2B,-23.2461,-46.1785,25,8750,314,4274,F-SDPW4,B748,D-ABYK,1645826978,GRU,FRA,LH507,0,2624,DLH507,DLH
3C4B29,25.788,-80.3145,253,0,13,5713,T-KMIA28,B748,D-ABYI,1645826978,MIA,FRA,LH463,1,0,DLH463,DLH
3C4ACD,25.2577,55.3507,120,0,20,513,F-OMDB1,B744,D-ABVM,1645826962,DXB,FRA,LH631,1,0,DLH631,DLH
39CF06,49.0619,-74.3807,213,40000,455,761,F-CYRJ1,A359,F-HTYG,1645821097,CDG,YYZ,AF356,0,0,AFR356,AFR
39644C,13.526,3.7233,199,40000,440,7665,F-EST,A332,F-GZCM,1645821100,CDG,LFW,AF860,0,0,AFR860,AFR
3965B3,16.6406,-17.3235,170,36000,500,1317,F-GOOY5,B77W,F-GZNT,1645821097,CDG,DSS,AF718,0,0,AFR718,AFR
3986E5,54.919,8.4169,36,17200,341,652,F-EDWI4,E170,F-HBXF,1645821099,CDG,BLL,AF1764,0,-1408,AFR32AA,AFR
3944E5,33.0455,-7.5002,33,3950,229,7630,F-GMMB1,A319,F-GRHF,1645821097,CDG,CMN,AF1496,0,0,AFR97FA,AFR
